"confidence","candidate_score","issue","source","source_line","original_target","suggested_target","resolved_target","requested_anchor","target_file","link_text","candidate_anchor","candidate_label","candidate_type","candidate_line","anchor_count","reasons","second_candidate","second_score"
"low","65","missing same-page anchor","markdown/application-portfolio-management/application-portfolio-management-landing-page.md","35","#section_rts_qj4_dwb","#enterprise-architecture","markdown/application-portfolio-management/application-portfolio-management-landing-page.md#section_rts_qj4_dwb","section_rts_qj4_dwb","markdown/application-portfolio-management/application-portfolio-management-landing-page.md","Enterprise Modeling and Visualization","enterprise-architecture","Enterprise Architecture","h1","11","7","link/candidate token overlap 0.50","table_uw5_lxw_sjb","0"
"low","69","missing same-page anchor","markdown/servicenow-platform/servicenow-platform/Chunk770148849.md","29","#api-insights-sch-job-tag-reln","#scheduling-the-tag-based-mapping-rules","markdown/servicenow-platform/servicenow-platform/Chunk770148849.md#api-insights-sch-job-tag-reln","api-insights-sch-job-tag-reln","markdown/servicenow-platform/servicenow-platform/Chunk770148849.md","Schedule the tag-based mapping rule","scheduling-the-tag-based-mapping-rules","Scheduling the tag-based mapping rules","h2","65","6","link/candidate token overlap 0.67; link/candidate text similarity 0.89","define-tag-based-mapping-rules","66"
"low","65","missing target anchor","markdown/api-reference/rest-apis/bot-api.md","65","bot-api.md#vabot-ex-createconvo","bot-api.md#create-a-chat-interaction","markdown/api-reference/rest-apis/bot-api.md#vabot-ex-createconvo","vabot-ex-createconvo","markdown/api-reference/rest-apis/bot-api.md","CREATE_CONVERSATION","create-a-chat-interaction","Create a chat interaction","h3","1529","30","link/candidate token overlap 0.50","start-a-conversation-initiated-using-the-start-created-conversation-action","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/bot-api.md","68","bot-api.md#vabot-ex-sendhist","bot-api.md#update-only-chat-history","markdown/api-reference/rest-apis/bot-api.md#vabot-ex-sendhist","vabot-ex-sendhist","markdown/api-reference/rest-apis/bot-api.md","SEND_HISTORY","update-only-chat-history","Update only chat history","h3","1740","30","link/candidate token overlap 0.50","virtual-agent-bot-integration-api","0"
"low","65","missing target anchor","markdown/api-reference/rest-apis/bot-api.md","77","bot-api.md#vabot-ex-updatemsg","bot-api.md#update-the-message-on-the-agent-chat-panel","markdown/api-reference/rest-apis/bot-api.md#vabot-ex-updatemsg","vabot-ex-updatemsg","markdown/api-reference/rest-apis/bot-api.md","UPDATE_MESSAGES","update-the-message-on-the-agent-chat-panel","Update the message on the agent chat panel","h3","1709","30","link/candidate token overlap 0.50","update-only-chat-history","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","1032","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported Transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","1055","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","1063","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","2330","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported Transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","2353","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"low","65","missing target anchor","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","2361","Clotho-Time-Series-API.md#Supported_transforms","Clotho-Time-Series-API.md#supported-request-parameters","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md#Supported_transforms","Supported_transforms","markdown/api-reference/rest-apis/Clotho-Time-Series-API.md","Supported transforms","supported-request-parameters","Supported request parameters","h3","34","74","link/candidate token overlap 0.50","supported-request-parameters-1","65"
"none","0","missing target anchor","markdown/application-development/automated-test-framework-atf/atf-create-custom-step.md","64","atf-step-config-xmpls.md#qtf_33v_xw","","markdown/application-development/automated-test-framework-atf/atf-step-config-xmpls.md#qtf_33v_xw","qtf_33v_xw","markdown/application-development/automated-test-framework-atf/atf-step-config-xmpls.md",".","","","","","6","","order-field-example","0"
"none","0","missing target anchor","markdown/application-development/automated-test-framework-atf/atf-step-categories.md","22","atf-create-custom-category.md#qlp_fw2_zw","","markdown/application-development/automated-test-framework-atf/atf-create-custom-category.md#qlp_fw2_zw","qlp_fw2_zw","markdown/application-development/automated-test-framework-atf/atf-create-custom-category.md","Step Config Category Display name.","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/now-assist-for-creator/generate-playbook-recommendations.md","43","generate-a-playbook-outline.md#configure-activity-inputs","","markdown/application-development/now-assist-for-creator/generate-a-playbook-outline.md#configure-activity-inputs","configure-activity-inputs","markdown/application-development/now-assist-for-creator/generate-a-playbook-outline.md","11.e","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/servicenow-ide-family-release/convert-application-servicenow-ide.md","46","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-ide-family-release/create-application-servicenow-ide.md","61","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-ide-family-release/servicenow-ide-user-interface.md","72","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-ide-family-release/tutorial-create-application-ide.md","90","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-sdk/convert-application-now-sdk.md","85","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-sdk/create-application-now-sdk.md","130","../building-applications-source-code.md#application-structure","","markdown/application-development/building-applications-source-code.md#application-structure","application-structure","markdown/application-development/building-applications-source-code.md","Application structure","","","","","5","","overview-of-development-in-source-code","0"
"none","0","missing target anchor","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md","46","t_ResolveConflicts.md#SelectAction","","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md#SelectAction","SelectAction","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md","Step 3","","","","","10","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md","54","t_ResolveConflicts.md#Merge","","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md#Merge","Merge","markdown/application-development/servicenow-studio-classic/t_ResolveConflicts.md","Step 6","","","","","10","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_DefineARemoteInstance.md","40","t_DefineARemoteInstance.md#step-1-add-exception","","markdown/application-development/team-development/t_DefineARemoteInstance.md#step-1-add-exception","step-1-add-exception","markdown/application-development/team-development/t_DefineARemoteInstance.md","step 1","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_DefineARemoteInstance.md","40","t_DefineARemoteInstance.md#step-5-submit","","markdown/application-development/team-development/t_DefineARemoteInstance.md#step-5-submit","step-5-submit","markdown/application-development/team-development/t_DefineARemoteInstance.md","step 5","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_PushAVersion.md","62","t_PushAVersion.md#step-2-queue-local-changes","","markdown/application-development/team-development/t_PushAVersion.md#step-2-queue-local-changes","step-2-queue-local-changes","markdown/application-development/team-development/t_PushAVersion.md","step 2","","","","","7","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_PushAVersion.md","79","t_PushAVersion.md#step-3-pull-versions","","markdown/application-development/team-development/t_PushAVersion.md#step-3-pull-versions","step-3-pull-versions","markdown/application-development/team-development/t_PushAVersion.md","step 3","","","","","7","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_SelectTheParentInstance.md","50","t_SelectTheParentInstance.md#step-1-navigate-team-dashboard","","markdown/application-development/team-development/t_SelectTheParentInstance.md#step-1-navigate-team-dashboard","step-1-navigate-team-dashboard","markdown/application-development/team-development/t_SelectTheParentInstance.md","step 1","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/team-development/t_SelectTheParentInstance.md","50","t_SelectTheParentInstance.md#step-2-click-link","","markdown/application-development/team-development/t_SelectTheParentInstance.md#step-2-click-link","step-2-click-link","markdown/application-development/team-development/t_SelectTheParentInstance.md","step 2","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/ui-builder/bind-event-declarative-action.md","58","bind-event-declarative-action.md#step","","markdown/application-development/ui-builder/bind-event-declarative-action.md#step","step","markdown/application-development/ui-builder/bind-event-declarative-action.md","5","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/ui-builder/workspace-side-navigation-settings.md","102","workspace-side-navigation-settings.md#step_edit-exp-settings","","markdown/application-development/ui-builder/workspace-side-navigation-settings.md#step_edit-exp-settings","step_edit-exp-settings","markdown/application-development/ui-builder/workspace-side-navigation-settings.md","3","","","","","5","","before-you-begin","0"
"none","0","missing target anchor","markdown/application-development/ui-builder/workspace-side-navigation-settings.md","102","workspace-side-navigation-settings.md#step_side-nav","","markdown/application-development/ui-builder/workspace-side-navigation-settings.md#step_side-nav","step_side-nav","markdown/application-development/ui-builder/workspace-side-navigation-settings.md","4","","","","","5","","before-you-begin","0"
"none","0","missing target anchor","markdown/build-workflows/workflow-studio/flow-triggers.md","422","flow-triggers.md#subflows-design-considerations","","markdown/build-workflows/workflow-studio/flow-triggers.md#subflows-design-considerations","subflows-design-considerations","markdown/build-workflows/workflow-studio/flow-triggers.md","subflow","","","","","12","","record-triggers","0"
"none","0","missing target anchor","markdown/build-workflows/workflow-studio/flows.md","154","flows.md#subflows-design-considerations","","markdown/build-workflows/workflow-studio/flows.md#subflows-design-considerations","subflows-design-considerations","markdown/build-workflows/workflow-studio/flows.md","subflows","","","","","10","","action-limit","0"
"none","0","missing target anchor","markdown/build-workflows/workflow-studio/flows.md","164","flows.md#subflows-design-considerations","","markdown/build-workflows/workflow-studio/flows.md#subflows-design-considerations","subflows-design-considerations","markdown/build-workflows/workflow-studio/flows.md","subflow","","","","","10","","action-limit","0"
"none","0","missing target anchor","markdown/build-workflows/workflow-studio/process-automation-designer-roles.md","137","content-filtering-playbooks.md#activity_def_req_roles","","markdown/build-workflows/workflow-studio/content-filtering-playbooks.md#activity_def_req_roles","activity_def_req_roles","markdown/build-workflows/workflow-studio/content-filtering-playbooks.md","Required Roles","","","","","5","","content-definitions","0"
"low","65","missing target anchor","markdown/build-workflows/workflow-studio/ssh-step-action-designer.md","153","jdbc-step.md#section_gqd_cy4_qhb","jdbc-step.md#sanitizing-inputs","markdown/build-workflows/workflow-studio/jdbc-step.md#section_gqd_cy4_qhb","section_gqd_cy4_qhb","markdown/build-workflows/workflow-studio/jdbc-step.md","Sanitizing arguments using the escape class and function","sanitizing-inputs","Sanitizing inputs","h2","27","6","link/candidate token overlap 0.50","jdbc-step","0"
"none","0","missing target anchor","markdown/build-workflows/workflow-studio/user-access-playbooks.md","190","content-filtering-playbooks.md#activity_def_req_roles","","markdown/build-workflows/workflow-studio/content-filtering-playbooks.md#activity_def_req_roles","activity_def_req_roles","markdown/build-workflows/workflow-studio/content-filtering-playbooks.md","Required Roles","","","","","5","","content-definitions","0"
"none","0","missing target anchor","markdown/conversational-interfaces/ac-configure-chat-branding.md","144","ac-configure-chat-branding.md#ul_b3w_xsv_jvb","","markdown/conversational-interfaces/ac-configure-chat-branding.md#ul_b3w_xsv_jvb","ul_b3w_xsv_jvb","markdown/conversational-interfaces/ac-configure-chat-branding.md","Change the color of items","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/ac-configure-chat-branding.md","145","ac-configure-chat-branding.md#customize-icons","","markdown/conversational-interfaces/ac-configure-chat-branding.md#customize-icons","customize-icons","markdown/conversational-interfaces/ac-configure-chat-branding.md","Customize the icons","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/ac-configure-chat-branding.md","146","ac-configure-chat-branding.md#customize-fonts","","markdown/conversational-interfaces/ac-configure-chat-branding.md#customize-fonts","customize-fonts","markdown/conversational-interfaces/ac-configure-chat-branding.md","Customize the fonts used in the chat","","","","","6","","before-you-begin","0"
"low","65","missing target anchor","markdown/conversational-interfaces/virtual-agent/conversation-tab-pae.md","35","conversation-tab-pae.md#section_mdz_4f3_stb","conversation-tab-pae.md#conversation-information","markdown/conversational-interfaces/virtual-agent/conversation-tab-pae.md#section_mdz_4f3_stb","section_mdz_4f3_stb","markdown/conversational-interfaces/virtual-agent/conversation-tab-pae.md","Download the conversation transcript","conversation-information","Conversation information","h2","53","6","link/candidate token overlap 0.50","conversations-tab","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/link-msteams-bot-snow.md","27","create-msteams-bot-gcch.md#bot-details","","markdown/conversational-interfaces/virtual-agent/create-msteams-bot-gcch.md#bot-details","bot-details","markdown/conversational-interfaces/virtual-agent/create-msteams-bot-gcch.md","Retrieve bot details","","","","","3","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/messg-fbm-capture-info.md","73","messg-fbm-setup.md#time-zone","","markdown/conversational-interfaces/virtual-agent/messg-fbm-setup.md#time-zone","time-zone","markdown/conversational-interfaces/virtual-agent/messg-fbm-setup.md","1.f","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","161","messg-whatsapp-setup.md#wa-hash","","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md#wa-hash","wa-hash","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","step 2","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","169","messg-whatsapp-setup.md#wa-hash","","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md#wa-hash","wa-hash","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","step 2","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","218","messg-whatsapp-setup.md#wa-auth-record","","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md#wa-auth-record","wa-auth-record","markdown/conversational-interfaces/virtual-agent/messg-whatsapp-setup.md","step 3","","","","","6","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/teams-install-custom-app.md","33","create-bot-msteams.md#bot-details","","markdown/conversational-interfaces/virtual-agent/create-bot-msteams.md#bot-details","bot-details","markdown/conversational-interfaces/virtual-agent/create-bot-msteams.md","Retrieve bot details","","","","","4","","before-you-begin","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/va-interactions.md","148","va-interactions.md#section_vxj_vcq_b4b","","markdown/conversational-interfaces/virtual-agent/va-interactions.md#section_vxj_vcq_b4b","section_vxj_vcq_b4b","markdown/conversational-interfaces/virtual-agent/va-interactions.md","Reasons for Closed Complete and Closed Abandoned states","","","","","7","","interactions-interaction-table","0"
"none","0","missing target anchor","markdown/conversational-interfaces/virtual-agent/va-interactions.md","156","va-interactions.md#section_vxj_vcq_b4b","","markdown/conversational-interfaces/virtual-agent/va-interactions.md#section_vxj_vcq_b4b","section_vxj_vcq_b4b","markdown/conversational-interfaces/virtual-agent/va-interactions.md","Reasons for Closed Complete and Closed Abandoned states","","","","","7","","interactions-interaction-table","0"
"none","0","missing target anchor","markdown/customer-service-management/aem-style-components.md","107","aem-style-components.md#table_vhh_gjm_2mb","","markdown/customer-service-management/aem-style-components.md#table_vhh_gjm_2mb","table_vhh_gjm_2mb","markdown/customer-service-management/aem-style-components.md","Color variable settings","","","","","9","","modify-the-color-theme-for-all-servicenow-components-in-aem","0"
"low","65","missing target anchor","markdown/customer-service-management/c_OnScreenAlerts.md","26","c_OnScreenAlerts.md#section_why_gwg_scc","c_OnScreenAlerts.md#special-handling-notes-pop-up-window","markdown/customer-service-management/c_OnScreenAlerts.md#section_why_gwg_scc","section_why_gwg_scc","markdown/customer-service-management/c_OnScreenAlerts.md","In a pop-up window that appears when a user accesses a form","special-handling-notes-pop-up-window","Special handling notes pop-up window","h2","98","10","link/candidate token overlap 0.50","special-handling-notes","0"
"none","0","missing target anchor","markdown/customer-service-management/c_OnScreenAlerts.md","27","c_OnScreenAlerts.md#section_myw_fwg_scc","","markdown/customer-service-management/c_OnScreenAlerts.md#section_myw_fwg_scc","section_myw_fwg_scc","markdown/customer-service-management/c_OnScreenAlerts.md","In an embedded list or a related list on a record form","","","","","10","","configuring-special-handling-notes","0"
"none","0","missing target anchor","markdown/customer-service-management/case-categorization-components.md","81","case-categorization-components.md#table_njw_ztt_d1c","","markdown/customer-service-management/case-categorization-components.md#table_njw_ztt_d1c","table_njw_ztt_d1c","markdown/customer-service-management/case-categorization-components.md","Logic for Skipped field values","","","","","12","","tables","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-case-lines-case-line-page.md","25","csm-case-mgmt-case-lines-install-comp.md#section_owr_n1r_hfc","","markdown/customer-service-management/csm-case-mgmt-case-lines-install-comp.md#section_owr_n1r_hfc","section_owr_n1r_hfc","markdown/customer-service-management/csm-case-mgmt-case-lines-install-comp.md","sn_customerservice.advanced_entitlements","","","","","5","","tables","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-case-type-onboarding.md","67","csm-playbook-layout.md#section_oq5_3yw_5pb","","markdown/customer-service-management/csm-playbook-layout.md#section_oq5_3yw_5pb","section_oq5_3yw_5pb","markdown/customer-service-management/csm-playbook-layout.md","Focused activity view","","","","","8","","table_j4r_cww_5pb","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-case-type-select-modals.md","24","csm-case-type-select-modals.md#section_p3t_k3f_svb","","markdown/customer-service-management/csm-case-type-select-modals.md#section_p3t_k3f_svb","section_p3t_k3f_svb","markdown/customer-service-management/csm-case-type-select-modals.md","properties","","","","","7","","overview","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-centered-chat-interaction-page.md","195","csm-centered-chat-interaction-page.md#section_imd_r1b_ldc","","markdown/customer-service-management/csm-centered-chat-interaction-page.md#section_imd_r1b_ldc","section_imd_r1b_ldc","markdown/customer-service-management/csm-centered-chat-interaction-page.md","Customer History component","","","","","13","","page-structure","0"
"low","65","missing target anchor","markdown/customer-service-management/csm-config-workspace-page-templates.md","73","csm-default-record-page.md#section_j3d_fyf_2xb","csm-default-record-page.md#collaborate-component","markdown/customer-service-management/csm-default-record-page.md#section_j3d_fyf_2xb","section_j3d_fyf_2xb","markdown/customer-service-management/csm-default-record-page.md","User presence component","collaborate-component","Collaborate component","h2","192","11","link/candidate token overlap 0.50","csm-default-record-page","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-front-line-case-page.md","214","csm-front-line-case-page.md#section_urr_nrh_s1c","","markdown/customer-service-management/csm-front-line-case-page.md#section_urr_nrh_s1c","section_urr_nrh_s1c","markdown/customer-service-management/csm-front-line-case-page.md","Related lists component","","","","","15","","front-line-case-page-variant","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-front-line-case-page.md","362","csm-front-line-case-page.md#section_j54_wlv_sdc","","markdown/customer-service-management/csm-front-line-case-page.md#section_j54_wlv_sdc","section_j54_wlv_sdc","markdown/customer-service-management/csm-front-line-case-page.md","Attach and share article","","","","","15","","front-line-case-page-variant","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-front-line-case-page.md","432","csm-front-line-case-page.md#section_urr_nrh_s1c","","markdown/customer-service-management/csm-front-line-case-page.md#section_urr_nrh_s1c","section_urr_nrh_s1c","markdown/customer-service-management/csm-front-line-case-page.md","Related lists component","","","","","15","","front-line-case-page-variant","0"
"low","67","missing target anchor","markdown/customer-service-management/csm-invoice-operations.md","18","invoice-ops-installed-components.md#section_rvn_g3d_hdc","invoice-ops-installed-components.md#components-installed-with-case-management-for-invoice-operations","markdown/customer-service-management/invoice-ops-installed-components.md#section_rvn_g3d_hdc","section_rvn_g3d_hdc","markdown/customer-service-management/invoice-ops-installed-components.md","Invoice case type","components-installed-with-case-management-for-invoice-operations","Components installed with Case Management for Invoice Operations","h1","12","12","link/candidate token overlap 0.67","invoice-case-form-views","67"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","24","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","33","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","37","csm-native-voice-record-page.md#section_f2q_wcb_ldc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_f2q_wcb_ldc","section_f2q_wcb_ldc","markdown/customer-service-management/csm-native-voice-record-page.md","Interaction Controls Component (ICC)","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","69","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","106","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","170","csm-native-voice-record-page.md#section_f2q_wcb_ldc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_f2q_wcb_ldc","section_f2q_wcb_ldc","markdown/customer-service-management/csm-native-voice-record-page.md","Interaction Controls Component (ICC)","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","174","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-native-voice-record-page.md","243","csm-native-voice-record-page.md#section_vx4_fzz_kdc","","markdown/customer-service-management/csm-native-voice-record-page.md#section_vx4_fzz_kdc","section_vx4_fzz_kdc","markdown/customer-service-management/csm-native-voice-record-page.md","OpenFrame configuration","","","","","16","","page-structure","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-order-ops-order-case-record-page.md","156","csm-front-line-case-page.md#section_urr_nrh_s1c","","markdown/customer-service-management/csm-front-line-case-page.md#section_urr_nrh_s1c","section_urr_nrh_s1c","markdown/customer-service-management/csm-front-line-case-page.md","Related Lists","","","","","15","","front-line-case-page-variant","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-playbook-complaint-overview.md","67","csm-playbook-layout.md#section_oq5_3yw_5pb","","markdown/customer-service-management/csm-playbook-layout.md#section_oq5_3yw_5pb","section_oq5_3yw_5pb","markdown/customer-service-management/csm-playbook-layout.md","Focused activity view","","","","","8","","table_j4r_cww_5pb","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-playbook-pages.md","174","csm-playbook-templates.md#section_uyk_sp3_cxb","","markdown/customer-service-management/csm-playbook-templates.md#section_uyk_sp3_cxb","section_uyk_sp3_cxb","markdown/customer-service-management/csm-playbook-templates.md","horizontal stage picker","","","","","5","","case-playbook-horizontal-stages-page-template","0"
"low","68","missing target anchor","markdown/customer-service-management/csm-playbook-pages.md","175","csm-playbook-layout.md#section_oq5_3yw_5pb","csm-playbook-layout.md#playbook-activities","markdown/customer-service-management/csm-playbook-layout.md#section_oq5_3yw_5pb","section_oq5_3yw_5pb","markdown/customer-service-management/csm-playbook-layout.md","playbook activity view","playbook-activities","Playbook activities","h2","131","8","link/candidate token overlap 0.50; link/candidate text similarity 0.82","playbook-stages","65"
"none","0","missing target anchor","markdown/customer-service-management/csm-playbook-product-support.md","57","csm-playbook-layout.md#section_oq5_3yw_5pb","","markdown/customer-service-management/csm-playbook-layout.md#section_oq5_3yw_5pb","section_oq5_3yw_5pb","markdown/customer-service-management/csm-playbook-layout.md","Focused activity view","","","","","8","","table_j4r_cww_5pb","0"
"none","0","missing target anchor","markdown/customer-service-management/csm-workspace-chat-session-tabs.md","52","csm-workspace-chat-session-tabs.md#section_u4x_lgx_s2c","","markdown/customer-service-management/csm-workspace-chat-session-tabs.md#section_u4x_lgx_s2c","section_u4x_lgx_s2c","markdown/customer-service-management/csm-workspace-chat-session-tabs.md","SLA threshold timers","","","","","12","","benefits","0"
"low","67","missing target anchor","markdown/customer-service-management/csm-workspace-form-headers.md","16","csm-front-line-case-page.md#section_nbp_lfh_zdc","csm-front-line-case-page.md#record-presence-feature","markdown/customer-service-management/csm-front-line-case-page.md#section_nbp_lfh_zdc","section_nbp_lfh_zdc","markdown/customer-service-management/csm-front-line-case-page.md","record presence component","record-presence-feature","Record presence feature","h2","464","15","link/candidate token overlap 0.67","front-line-case-page","0"
